# os.name = Windows 10
# os.version = 10.0
# number extendedKeyCode keyChar keyCode keyLocation modifiersEx paramString
68	38	65535	38	4	0	KEY_PRESSED,keyCode=38,keyText=上,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=38,primaryLevelUnicode=0,scancode=72,extendedKeyCode=0x26
69	33	65535	33	4	0	KEY_PRESSED,keyCode=33,keyText=Page Up,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=33,primaryLevelUnicode=0,scancode=73,extendedKeyCode=0x21
70	107	43	107	4	0	KEY_PRESSED,keyCode=107,keyText=NumPad +,keyChar='+',keyLocation=KEY_LOCATION_NUMPAD,rawCode=107,primaryLevelUnicode=43,scancode=78,extendedKeyCode=0x6b
71	37	65535	37	4	0	KEY_PRESSED,keyCode=37,keyText=左,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=37,primaryLevelUnicode=0,scancode=75,extendedKeyCode=0x25
72	12	65535	12	4	0	KEY_PRESSED,keyCode=12,keyText=クリア,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=12,primaryLevelUnicode=0,scancode=76,extendedKeyCode=0xc
73	39	65535	39	4	0	KEY_PRESSED,keyCode=39,keyText=右,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=39,primaryLevelUnicode=0,scancode=77,extendedKeyCode=0x27
75	35	65535	35	4	0	KEY_PRESSED,keyCode=35,keyText=End,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=35,primaryLevelUnicode=0,scancode=79,extendedKeyCode=0x23
76	40	65535	40	4	0	KEY_PRESSED,keyCode=40,keyText=下,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=40,primaryLevelUnicode=0,scancode=80,extendedKeyCode=0x28
77	34	65535	34	4	0	KEY_PRESSED,keyCode=34,keyText=Page Down,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=34,primaryLevelUnicode=0,scancode=81,extendedKeyCode=0x22
78	10	10	10	4	0	KEY_PRESSED,keyCode=10,keyText=Enter,keyChar=Enter,keyLocation=KEY_LOCATION_NUMPAD,rawCode=13,primaryLevelUnicode=13,scancode=28,extendedKeyCode=0xa
79	155	65535	155	4	0	KEY_PRESSED,keyCode=155,keyText=Insert,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_NUMPAD,rawCode=45,primaryLevelUnicode=0,scancode=82,extendedKeyCode=0x9b
81	127	127	127	4	0	KEY_PRESSED,keyCode=127,keyText=Delete,keyChar=Delete,keyLocation=KEY_LOCATION_NUMPAD,rawCode=46,primaryLevelUnicode=0,scancode=83,extendedKeyCode=0x7f
85	18	65535	18	2	512	KEY_PRESSED,keyCode=18,keyText=Alt,keyChar=未定義 keyChar,modifiers=Alt,extModifiers=Alt,keyLocation=KEY_LOCATION_LEFT,rawCode=18,primaryLevelUnicode=0,scancode=56,extendedKeyCode=0x12
86	29	65535	29	1	0	KEY_PRESSED,keyCode=29,keyText=無変換,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=29,primaryLevelUnicode=0,scancode=123,extendedKeyCode=0x1d
87	18	65535	18	3	8704	KEY_PRESSED,keyCode=18,keyText=Alt,keyChar=未定義 keyChar,modifiers=Alt+Altグラフ,extModifiers=Alt+Altグラフ,keyLocation=KEY_LOCATION_RIGHT,rawCode=18,primaryLevelUnicode=0,scancode=56,extendedKeyCode=0x12
88	525	65535	525	1	0	KEY_PRESSED,keyCode=525,keyText=コンテキスト・メニュー,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=93,primaryLevelUnicode=0,scancode=93,extendedKeyCode=0x20d
89	17	65535	17	3	128	KEY_PRESSED,keyCode=17,keyText=Ctrl,keyChar=未定義 keyChar,modifiers=Ctrl,extModifiers=Ctrl,keyLocation=KEY_LOCATION_RIGHT,rawCode=17,primaryLevelUnicode=0,scancode=29,extendedKeyCode=0x11
